user_id,age_bucket,gender,region,language,subscription_status,signup_date,payment_type,utterance_type,device_type,device_subtype,device_model,os_version,app_version,build_number,llm_model,model_version,temperature,max_tokens,streaming_enabled,experiment_id,variant,assignment_date
3731,25-34,M,APAC,en,Plus,2025-11-27,Monthly,text,phone,android,Pixel 7,Android 14,v1.9.0,b6023,gpt-4o,2025-11-15,0.46,1024,1,,,2026-01-06
3732,25-34,F,APAC,en,Free,2025-01-12,None,text,phone,android,Pixel 6,Android 13,v1.8.7,b7397,gpt-4o,2025-11-15,0.67,2048,0,,,2026-01-06
3733,25-34,F,NA,fr,Plus,2024-12-24,Annual,text,laptop,macbook,MacBook Air M1,macOS 13,v1.7.9,b5946,gpt-4o,2025-11-15,0.66,2048,1,,,2026-01-06
3734,25-34,M,NA,en,Plus,2025-07-30,Monthly,text,laptop,macbook,MacBook Air M1,macOS 14,v1.9.0,b5995,gpt-4o,2025-11-15,0.65,1024,1,,,2026-01-06
3735,45-54,F,EU,de,Enterprise,2024-02-07,Annual,text,phone,android,Galaxy S23,Android 13,v1.9.1,b9951,gpt-4o-mini,2025-10-20,0.73,256,1,,,2026-01-06
3736,35-44,M,NA,en,Free,2025-08-20,None,text,phone,android,Pixel 7,Android 14,v1.8.2,b8227,gpt-4o-mini,2025-10-20,0.9,1024,1,,,2026-01-06
3737,45-54,Non-binary,LATAM,en,Free,2024-12-10,None,text,phone,ios,iPhone 12,iOS 16,v1.8.7,b7026,gpt-4o,2025-11-15,0.75,1024,0,,,2026-01-06
3738,35-44,M,NA,pt,Team,2024-09-27,Monthly,text,phone,android,Galaxy S22,Android 14,v1.9.1,b7493,gpt-4.1-mini,2025-12-01,0.59,1024,1,,,2026-01-06
3739,18-24,F,EU,en,Plus,2024-08-30,Monthly,text,laptop,lenovo,Lenovo X1 Carbon,Windows 11,v1.7.9,b4374,gpt-4o,2025-11-15,0.88,512,1,,,2026-01-06
3740,55+,M,APAC,en,Free,2024-04-07,None,text,laptop,lenovo,Lenovo ThinkPad T14,Windows 11,v1.9.1,b1210,gpt-4.1-mini,2025-12-01,0.79,512,1,,,2026-01-06
3741,18-24,M,EU,en,Free,2025-02-10,None,voice,phone,ios,iPhone 15,iOS 17,v1.9.0,b5673,gpt-4o,2025-11-15,0.94,256,1,,,2026-01-06
3742,25-34,F,NA,ja,Free,2025-03-04,None,text,phone,android,Pixel 7,Android 13,v1.8.7,b3319,gpt-4o,2025-11-15,0.73,256,1,,,2026-01-06
3743,18-24,F,NA,en,Free,2025-05-27,None,text,phone,android,Galaxy S22,Android 13,v1.8.7,b2914,gpt-4o-mini,2025-10-20,0.37,512,1,,,2026-01-06
3744,25-34,F,NA,en,Free,2025-05-04,None,voice,phone,android,Pixel 7,Android 14,v1.8.7,b6707,gpt-4o,2025-11-15,1.06,512,0,,,2026-01-06
3745,35-44,M,APAC,ko,Plus,2025-01-30,Annual,text,laptop,lenovo,Lenovo X1 Carbon,Windows 11,v1.9.1,b7574,gpt-4o-mini,2025-10-20,0.83,256,1,,,2026-01-06
3746,25-34,F,EU,fr,Plus,2024-07-12,Monthly,text,phone,android,Pixel 6,Android 13,v1.8.2,b8406,gpt-4o-mini,2025-10-20,0.82,512,1,,,2026-01-06
3747,55+,F,LATAM,en,Enterprise,2025-10-25,Monthly,text,laptop,macbook,MacBook Pro 14,macOS 14,v1.9.1,b8768,gpt-4o,2025-11-15,0.79,512,1,,,2026-01-06
3748,18-24,F,EU,es,Free,2025-11-15,None,text,phone,android,Galaxy S22,Android 13,v1.9.0,b1261,gpt-4o-mini,2025-10-20,0.82,512,1,,,2026-01-06
3749,55+,Prefer_not_say,NA,en,Free,2024-11-22,None,text,phone,ios,iPhone 14,iOS 17,v1.9.0,b3749,gpt-4o,2025-11-15,0.84,1024,0,,,2026-01-06
3750,45-54,M,NA,en,Free,2025-10-27,None,voice,phone,ios,iPhone 15,iOS 17,v1.9.0,b2879,gpt-4.1-mini,2025-12-01,0.63,1024,0,voice_latency_optim_v1,control,2026-01-06
3751,18-24,M,LATAM,en,Free,2024-01-06,None,text,laptop,macbook,MacBook Pro 16,macOS 13,v1.9.0,b9796,gpt-4o-mini,2025-10-20,0.61,256,1,,,2026-01-06
3752,18-24,M,EU,fr,Plus,2024-06-03,Annual,text,laptop,macbook,MacBook Air M2,macOS 14,v1.8.7,b6289,gpt-4o,2025-11-15,0.95,2048,1,,,2026-01-06
3753,18-24,M,NA,en,Free,2025-11-11,None,text,phone,android,Pixel 7,Android 14,v1.9.0,b4419,gpt-4o,2025-11-15,0.59,1024,0,,,2026-01-06
3754,35-44,M,EU,en,Plus,2025-03-16,Annual,text,phone,ios,iPhone 14,iOS 16,v1.9.1,b6480,gpt-4o,2025-11-15,0.48,256,1,,,2026-01-06
3755,25-34,M,EU,en,Plus,2025-06-15,Monthly,text,phone,ios,iPhone 13,iOS 17,v1.9.0,b4490,gpt-4o,2025-11-15,0.5,2048,1,,,2026-01-06
3756,55+,M,APAC,ko,Free,2025-04-19,None,text,phone,android,Pixel 7,Android 14,v1.9.1,b9345,gpt-4o,2025-11-15,1.2,256,1,,,2026-01-06
3757,18-24,M,EU,pt,Free,2024-01-29,None,text,phone,android,Galaxy S23,Android 14,v1.9.0,b6609,gpt-4o,2025-11-15,0.47,512,1,,,2026-01-06
3758,45-54,M,EU,hi,Plus,2025-01-12,Monthly,click,phone,ios,iPhone 14,iOS 16,v1.8.7,b5242,gpt-4o,2025-11-15,0.87,512,1,,,2026-01-06
3759,25-34,F,APAC,en,Plus,2025-12-30,Monthly,text,phone,android,Pixel 7,Android 13,v1.7.9,b6244,gpt-4o,2025-11-15,0.34,1024,0,,,2026-01-06
3760,18-24,M,NA,es,Team,2024-03-22,Monthly,text,phone,ios,iPhone 13,iOS 16,v1.9.0,b1753,gpt-4.1-mini,2025-12-01,0.7,512,1,,,2026-01-06
3761,35-44,F,EU,en,Free,2024-05-15,None,text,laptop,lenovo,Lenovo X1 Carbon,Windows 11,v1.8.7,b7361,gpt-4o,2025-11-15,0.61,256,1,,,2026-01-06
3762,35-44,F,NA,en,Free,2024-09-24,None,text,laptop,macbook,MacBook Air M2,macOS 14,v1.9.1,b9254,gpt-4o,2025-11-15,0.8,256,1,,,2026-01-06
3763,25-34,F,APAC,en,Free,2025-02-24,None,click,phone,ios,iPhone 14,iOS 16,v1.7.9,b7404,gpt-4o-mini,2025-10-20,0.63,2048,1,,,2026-01-06
3764,25-34,F,NA,en,Plus,2024-03-16,Monthly,text,phone,ios,iPhone 15,iOS 16,v1.9.0,b3525,gpt-4o-mini,2025-10-20,0.73,1024,1,,,2026-01-06
3765,18-24,M,APAC,en,Free,2024-08-15,None,voice,laptop,lenovo,Lenovo ThinkPad T14,Windows 11,v1.9.1,b2088,gpt-4o,2025-11-15,0.26,1024,1,,,2026-01-06
3766,18-24,M,NA,ja,Free,2024-11-23,None,voice,phone,android,Pixel 7,Android 14,v1.8.7,b6500,gpt-4o-mini,2025-10-20,1.2,2048,1,,,2026-01-06
3767,35-44,Non-binary,EU,es,Free,2024-06-05,None,text,phone,android,Pixel 7,Android 14,v1.8.7,b4966,gpt-4o-mini,2025-10-20,0.91,512,1,,,2026-01-06
3768,25-34,M,NA,en,Enterprise,2025-09-07,Monthly,text,phone,android,Galaxy S22,Android 14,v1.9.0,b2185,gpt-4o,2025-11-15,0.68,1024,1,,,2026-01-06
3769,25-34,M,NA,en,Free,2024-10-02,None,text,laptop,macbook,MacBook Air M1,macOS 13,v1.8.2,b4952,gpt-4o,2025-11-15,0.48,512,1,,,2026-01-06
3770,25-34,M,NA,en,Free,2024-07-06,None,text,phone,ios,iPhone 13,iOS 17,v1.8.7,b4881,gpt-4o,2025-11-15,0.71,256,1,,,2026-01-06
3771,55+,F,EU,pt,Plus,2025-04-12,Monthly,text,laptop,lenovo,Lenovo Yoga 7,Windows 11,v1.8.7,b6690,gpt-4o,2025-11-15,1.01,512,1,,,2026-01-06
3772,25-34,F,APAC,en,Plus,2024-02-15,Annual,voice,phone,android,Galaxy S23,Android 13,v1.8.7,b5963,gpt-4o,2025-11-15,0.15,512,1,voice_latency_optim_v1,treatment,2026-01-06
3773,25-34,Prefer_not_say,EU,en,Plus,2024-04-20,Monthly,text,laptop,macbook,MacBook Pro 16,macOS 14,v1.9.0,b4251,gpt-4o-mini,2025-10-20,0.48,256,1,,,2026-01-06
3774,18-24,M,EU,en,Plus,2025-09-08,Annual,text,phone,ios,iPhone 12,iOS 17,v1.9.0,b4181,gpt-4o,2025-11-15,0.88,512,1,,,2026-01-06
3775,18-24,Prefer_not_say,EU,pt,Team,2024-06-15,Monthly,text,phone,ios,iPhone 15,iOS 17,v1.9.1,b2695,gpt-4o,2025-11-15,0.96,1024,1,,,2026-01-06
3776,35-44,M,NA,en,Free,2024-08-05,None,text,laptop,macbook,MacBook Pro 16,macOS 14,v1.9.0,b6816,gpt-4o,2025-11-15,0.5,512,1,,,2026-01-06
3777,25-34,F,NA,en,Plus,2024-06-19,Monthly,text,phone,ios,iPhone 13,iOS 16,v1.9.0,b4131,gpt-4o,2025-11-15,0.31,1024,1,,,2026-01-06
3778,35-44,F,APAC,en,Free,2024-12-21,None,voice,laptop,lenovo,Lenovo Yoga 7,Windows 11,v1.8.2,b7109,gpt-4o-mini,2025-10-20,0.61,2048,1,,,2026-01-06
3779,25-34,M,NA,en,Team,2025-05-11,Monthly,text,phone,android,Pixel 6,Android 13,v1.9.1,b1899,gpt-4o,2025-11-15,0.61,256,1,,,2026-01-06
3780,25-34,Non-binary,EU,ko,Plus,2025-02-17,Monthly,text,phone,android,Pixel 6,Android 14,v1.9.0,b8358,gpt-4.1-mini,2025-12-01,0.4,256,0,,,2026-01-06
3781,35-44,F,EU,fr,Free,2024-06-16,None,voice,phone,android,Pixel 6,Android 13,v1.8.2,b8607,gpt-4o,2025-11-15,0.72,2048,1,,,2026-01-06
3782,35-44,F,NA,es,Team,2025-01-28,Monthly,click,laptop,macbook,MacBook Pro 14,macOS 14,v1.8.2,b3535,gpt-4o-mini,2025-10-20,0.61,1024,1,,,2026-01-06
3783,25-34,M,NA,en,Free,2024-09-10,None,text,laptop,lenovo,Lenovo Yoga 7,Windows 11,v1.7.9,b5791,gpt-4o-mini,2025-10-20,1.14,512,0,,,2026-01-06
3784,35-44,F,APAC,pt,Free,2025-02-22,None,text,laptop,macbook,MacBook Pro 16,macOS 14,v1.9.0,b6841,gpt-4.1-mini,2025-12-01,0.8,1024,0,,,2026-01-06
3785,35-44,F,LATAM,en,Plus,2024-04-22,Monthly,text,laptop,macbook,MacBook Pro 16,macOS 14,v1.8.2,b9493,gpt-4o-mini,2025-10-20,0.88,512,1,,,2026-01-06
3786,45-54,M,NA,es,Enterprise,2024-10-28,Monthly,text,phone,ios,iPhone 15,iOS 16,v1.9.0,b3109,gpt-4o,2025-11-15,0.96,2048,1,,,2026-01-06
3787,35-44,M,EU,hi,Free,2025-07-22,None,text,laptop,macbook,MacBook Pro 16,macOS 14,v1.9.0,b7300,gpt-4o,2025-11-15,0.9,256,0,,,2026-01-06
3788,45-54,M,APAC,pt,Plus,2024-07-28,Annual,text,phone,android,Pixel 7,Android 14,v1.9.0,b4499,gpt-4o,2025-11-15,0.63,256,1,,,2026-01-06
3789,25-34,M,NA,en,Plus,2024-03-12,Annual,text,phone,ios,iPhone 14,iOS 17,v1.9.1,b1484,gpt-4o,2025-11-15,1.17,1024,1,,,2026-01-06
3790,18-24,M,EU,en,Free,2024-08-17,None,text,laptop,macbook,MacBook Air M1,macOS 14,v1.9.1,b6209,gpt-4o-mini,2025-10-20,0.72,512,1,,,2026-01-06
3791,18-24,M,NA,en,Free,2024-09-16,None,text,laptop,macbook,MacBook Air M2,macOS 14,v1.7.9,b7247,gpt-4.1-mini,2025-12-01,1.2,1024,1,,,2026-01-06
3792,25-34,F,EU,en,Free,2025-07-14,None,click,laptop,lenovo,Lenovo X1 Carbon,Windows 11,v1.9.0,b1443,gpt-4o-mini,2025-10-20,0.89,2048,1,,,2026-01-06
3793,25-34,F,EU,es,Plus,2025-08-19,Monthly,text,phone,ios,iPhone 12,iOS 17,v1.8.7,b2015,gpt-4.1-mini,2025-12-01,0.67,256,1,,,2026-01-06
3794,25-34,M,NA,en,Team,2024-12-13,Annual,text,phone,android,Pixel 6,Android 13,v1.8.7,b1249,gpt-4o,2025-11-15,0.59,2048,1,,,2026-01-06
3795,18-24,F,NA,es,Free,2025-01-09,None,text,laptop,lenovo,Lenovo X1 Carbon,Windows 11,v1.9.1,b3201,gpt-4.1-mini,2025-12-01,0.47,1024,1,,,2026-01-06
3796,25-34,F,APAC,en,Enterprise,2025-05-09,Annual,voice,laptop,lenovo,Lenovo X1 Carbon,Windows 11,v1.8.7,b2393,gpt-4o,2025-11-15,0.23,1024,1,,,2026-01-06
3797,25-34,F,NA,ko,Free,2025-05-08,None,text,laptop,lenovo,Lenovo X1 Carbon,Windows 11,v1.7.9,b6841,gpt-4o,2025-11-15,0.96,2048,1,,,2026-01-06
3798,18-24,F,NA,en,Free,2025-12-08,None,click,laptop,macbook,MacBook Air M1,macOS 14,v1.8.7,b4772,gpt-4o,2025-11-15,0.79,256,1,,,2026-01-06
3799,45-54,F,LATAM,hi,Team,2025-11-09,Monthly,click,laptop,macbook,MacBook Pro 16,macOS 14,v1.9.0,b2496,gpt-4o,2025-11-15,0.67,512,0,,,2026-01-06
3800,25-34,F,NA,en,Free,2024-10-28,None,voice,phone,android,Pixel 7,Android 13,v1.7.9,b5285,gpt-4o,2025-11-15,0.91,1024,1,voice_latency_optim_v1,control,2026-01-06
3801,18-24,F,APAC,en,Plus,2024-11-23,Monthly,text,laptop,macbook,MacBook Pro 16,macOS 14,v1.9.1,b9991,gpt-4o,2025-11-15,0.79,512,1,,,2026-01-06
3802,25-34,F,EU,ja,Free,2024-07-16,None,text,phone,ios,iPhone 12,iOS 17,v1.9.0,b8445,gpt-4.1-mini,2025-12-01,0.73,512,1,,,2026-01-06
3803,35-44,F,NA,hi,Plus,2025-09-23,Monthly,text,phone,ios,iPhone 15,iOS 16,v1.7.9,b6824,gpt-4o,2025-11-15,0.7,2048,1,,,2026-01-06
3804,18-24,F,NA,pt,Free,2025-01-22,None,text,phone,android,Pixel 6,Android 14,v1.9.0,b6533,gpt-4o,2025-11-15,0.51,512,1,,,2026-01-06
3805,25-34,M,LATAM,es,Team,2025-07-05,Monthly,text,phone,ios,iPhone 15,iOS 16,v1.7.9,b3524,gpt-4o,2025-11-15,0.78,512,1,,,2026-01-06
3806,35-44,F,NA,ja,Free,2024-01-01,None,voice,phone,android,Pixel 7,Android 13,v1.8.2,b3747,gpt-4o,2025-11-15,0.76,512,1,,,2026-01-06
3807,18-24,M,EU,en,Free,2025-04-29,None,text,phone,ios,iPhone 12,iOS 16,v1.9.0,b6631,gpt-4o,2025-11-15,0.33,512,0,,,2026-01-06
3808,25-34,F,NA,fr,Free,2025-03-08,None,text,phone,ios,iPhone 15,iOS 17,v1.8.2,b7552,gpt-4o-mini,2025-10-20,0.49,1024,1,,,2026-01-06
3809,45-54,F,EU,fr,Plus,2025-05-12,Monthly,click,phone,ios,iPhone 14,iOS 17,v1.7.9,b4600,gpt-4o,2025-11-15,0.73,1024,1,,,2026-01-06
3810,35-44,M,NA,en,Team,2024-04-13,Monthly,click,laptop,macbook,MacBook Air M1,macOS 13,v1.9.0,b2412,gpt-4o-mini,2025-10-20,0.63,1024,0,,,2026-01-06
3811,25-34,F,APAC,en,Free,2024-02-05,None,text,phone,ios,iPhone 12,iOS 16,v1.9.1,b2334,gpt-4o,2025-11-15,0.32,512,1,,,2026-01-06
3812,18-24,M,NA,en,Plus,2024-08-02,Monthly,voice,laptop,macbook,MacBook Air M1,macOS 14,v1.8.7,b2025,gpt-4o,2025-11-15,0.55,1024,1,voice_latency_optim_v1,control,2026-01-06
3813,55+,M,NA,en,Free,2025-09-03,None,text,laptop,lenovo,Lenovo Yoga 7,Windows 11,v1.8.7,b3753,gpt-4o-mini,2025-10-20,0.94,256,1,,,2026-01-06
3814,55+,M,EU,en,Free,2025-04-18,None,click,phone,android,Pixel 7,Android 14,v1.9.0,b8647,gpt-4o,2025-11-15,0.52,256,1,,,2026-01-06
3815,45-54,M,NA,en,Team,2024-07-02,Monthly,text,laptop,macbook,MacBook Pro 14,macOS 14,v1.7.9,b5980,gpt-4o-mini,2025-10-20,1.0,1024,1,,,2026-01-06
3816,25-34,M,APAC,en,Free,2025-05-07,None,click,phone,ios,iPhone 12,iOS 16,v1.9.0,b7707,gpt-4.1-mini,2025-12-01,0.49,512,0,,,2026-01-06
3817,35-44,F,EU,pt,Team,2024-03-19,Monthly,text,phone,ios,iPhone 14,iOS 17,v1.9.0,b7543,gpt-4o,2025-11-15,0.99,512,1,,,2026-01-06
3818,45-54,M,NA,en,Free,2025-04-20,None,voice,phone,ios,iPhone 14,iOS 17,v1.8.7,b8543,gpt-4o,2025-11-15,0.38,2048,0,voice_latency_optim_v1,control,2026-01-06
3819,25-34,F,EU,en,Free,2025-05-24,None,click,phone,ios,iPhone 13,iOS 17,v1.8.2,b8914,gpt-4o-mini,2025-10-20,0.55,2048,1,,,2026-01-06
3820,55+,M,NA,en,Free,2025-08-22,None,voice,laptop,macbook,MacBook Air M1,macOS 13,v1.8.7,b2368,gpt-4o,2025-11-15,0.89,1024,1,,,2026-01-06
3821,35-44,F,NA,fr,Plus,2024-11-11,Monthly,text,phone,android,Pixel 7,Android 13,v1.9.1,b7746,gpt-4.1-mini,2025-12-01,0.53,256,1,,,2026-01-06
3822,18-24,M,NA,en,Free,2024-10-24,None,click,phone,ios,iPhone 14,iOS 17,v1.7.9,b5156,gpt-4o,2025-11-15,0.45,1024,0,,,2026-01-06
3823,25-34,F,APAC,en,Enterprise,2024-03-11,Monthly,text,laptop,macbook,MacBook Pro 14,macOS 14,v1.9.0,b6222,gpt-4o,2025-11-15,0.6,256,1,,,2026-01-06
3824,55+,M,EU,en,Plus,2024-11-12,Monthly,text,laptop,macbook,MacBook Air M2,macOS 13,v1.9.1,b3509,gpt-4o,2025-11-15,0.55,1024,0,,,2026-01-06
3825,55+,F,LATAM,en,Plus,2025-11-19,Annual,text,laptop,macbook,MacBook Air M2,macOS 13,v1.9.0,b3854,gpt-4o,2025-11-15,0.73,2048,1,,,2026-01-06
3826,55+,M,LATAM,en,Free,2025-08-01,None,text,laptop,lenovo,Lenovo ThinkPad T14,Windows 11,v1.8.7,b4726,gpt-4o,2025-11-15,0.83,256,1,,,2026-01-06
3827,25-34,M,NA,en,Plus,2024-02-18,Monthly,text,phone,ios,iPhone 12,iOS 16,v1.9.1,b6525,gpt-4o-mini,2025-10-20,1.0,1024,1,,,2026-01-06
3828,25-34,F,NA,fr,Free,2024-02-14,None,text,laptop,macbook,MacBook Pro 16,macOS 14,v1.8.7,b8084,gpt-4o,2025-11-15,0.57,512,1,,,2026-01-06
3829,35-44,F,EU,hi,Free,2024-12-16,None,text,phone,ios,iPhone 13,iOS 16,v1.8.2,b2520,gpt-4o,2025-11-15,0.73,512,1,,,2026-01-06
3830,18-24,F,EU,en,Plus,2025-09-15,Monthly,text,laptop,macbook,MacBook Pro 16,macOS 13,v1.8.7,b7653,gpt-4o,2025-11-15,0.89,512,1,,,2026-01-06
3831,45-54,F,NA,en,Free,2025-02-01,None,text,laptop,macbook,MacBook Air M1,macOS 13,v1.9.1,b4496,gpt-4o,2025-11-15,0.89,1024,1,,,2026-01-06
3832,25-34,Non-binary,NA,en,Plus,2024-06-30,Monthly,voice,phone,android,Pixel 7,Android 14,v1.8.2,b7912,gpt-4o,2025-11-15,0.57,512,0,,,2026-01-06
3833,35-44,M,EU,en,Free,2025-03-25,None,text,phone,ios,iPhone 13,iOS 16,v1.8.7,b4414,gpt-4o-mini,2025-10-20,0.81,2048,1,,,2026-01-06
3834,35-44,F,NA,en,Plus,2024-05-01,Monthly,click,phone,ios,iPhone 12,iOS 16,v1.8.7,b5136,gpt-4o,2025-11-15,0.96,256,1,,,2026-01-06
3835,25-34,M,NA,de,Free,2025-08-29,None,text,phone,ios,iPhone 12,iOS 17,v1.8.7,b1123,gpt-4.1-mini,2025-12-01,1.01,1024,1,,,2026-01-06
3836,45-54,M,NA,pt,Plus,2025-02-12,Monthly,text,laptop,macbook,MacBook Pro 14,macOS 14,v1.8.2,b1634,gpt-4.1-mini,2025-12-01,0.74,1024,1,,,2026-01-06
3837,25-34,F,NA,es,Free,2025-07-12,None,text,laptop,lenovo,Lenovo X1 Carbon,Windows 11,v1.8.2,b4323,gpt-4o,2025-11-15,0.92,256,0,,,2026-01-06
3838,25-34,F,NA,ko,Plus,2024-04-06,Monthly,text,laptop,macbook,MacBook Air M2,macOS 14,v1.9.0,b3216,gpt-4o,2025-11-15,0.6,2048,1,,,2026-01-06
3839,25-34,F,LATAM,fr,Free,2025-08-24,None,text,phone,android,Pixel 7,Android 14,v1.8.7,b1943,gpt-4.1-mini,2025-12-01,1.05,1024,0,,,2026-01-06
3840,35-44,F,NA,en,Team,2025-08-09,Annual,voice,laptop,lenovo,Lenovo X1 Carbon,Windows 11,v1.8.2,b2001,gpt-4o,2025-11-15,0.71,256,1,voice_latency_optim_v1,control,2026-01-06
3841,35-44,M,LATAM,en,Plus,2024-10-05,Monthly,text,phone,ios,iPhone 12,iOS 17,v1.9.0,b7559,gpt-4o-mini,2025-10-20,0.41,512,1,,,2026-01-06
3842,25-34,M,NA,en,Plus,2024-03-27,Monthly,text,laptop,lenovo,Lenovo Yoga 7,Windows 11,v1.9.1,b3336,gpt-4o,2025-11-15,0.32,2048,1,,,2026-01-06
3843,25-34,F,NA,en,Enterprise,2025-04-28,Annual,text,laptop,macbook,MacBook Air M2,macOS 13,v1.7.9,b5458,gpt-4o,2025-11-15,0.63,1024,1,,,2026-01-06
3844,25-34,F,NA,en,Plus,2024-09-11,Annual,voice,phone,android,Pixel 6,Android 14,v1.8.7,b2460,gpt-4o-mini,2025-10-20,0.94,256,1,,,2026-01-06
3845,18-24,F,NA,en,Plus,2025-08-19,Monthly,text,phone,android,Pixel 7,Android 13,v1.9.0,b4679,gpt-4o,2025-11-15,0.52,2048,1,,,2026-01-06
3846,25-34,Non-binary,NA,en,Free,2024-03-04,None,text,phone,ios,iPhone 12,iOS 17,v1.9.1,b7598,gpt-4.1-mini,2025-12-01,0.86,256,1,,,2026-01-06
3847,18-24,F,LATAM,en,Team,2025-10-14,Monthly,voice,phone,android,Pixel 7,Android 13,v1.8.2,b8022,gpt-4o,2025-11-15,0.44,256,1,voice_latency_optim_v1,treatment,2026-01-06
3848,25-34,F,NA,fr,Free,2024-04-06,None,text,laptop,macbook,MacBook Air M2,macOS 13,v1.8.7,b2526,gpt-4.1-mini,2025-12-01,0.87,512,0,,,2026-01-06
3849,55+,M,NA,en,Free,2025-01-04,None,text,laptop,macbook,MacBook Air M2,macOS 13,v1.8.7,b1190,gpt-4o-mini,2025-10-20,0.57,512,1,,,2026-01-06
3850,35-44,Prefer_not_say,NA,pt,Enterprise,2024-03-11,Monthly,text,phone,android,Galaxy S22,Android 13,v1.8.7,b7724,gpt-4o,2025-11-15,0.43,1024,0,,,2026-01-06
3851,25-34,M,APAC,pt,Plus,2024-08-16,Monthly,text,phone,ios,iPhone 14,iOS 16,v1.9.0,b2219,gpt-4o,2025-11-15,0.9,256,1,,,2026-01-06
3852,55+,F,EU,en,Enterprise,2024-10-05,Monthly,text,phone,ios,iPhone 15,iOS 17,v1.9.0,b9563,gpt-4o,2025-11-15,0.69,512,1,,,2026-01-06
3853,55+,M,APAC,es,Team,2025-07-28,Monthly,text,phone,ios,iPhone 14,iOS 17,v1.8.7,b2429,gpt-4o-mini,2025-10-20,0.85,256,1,,,2026-01-06
3854,35-44,M,APAC,en,Free,2025-02-22,None,text,laptop,macbook,MacBook Pro 14,macOS 13,v1.8.2,b3110,gpt-4o,2025-11-15,0.91,1024,1,,,2026-01-06
3855,25-34,M,LATAM,de,Team,2025-06-01,Monthly,text,laptop,lenovo,Lenovo ThinkPad T14,Windows 11,v1.9.0,b6322,gpt-4o,2025-11-15,0.78,256,1,,,2026-01-06
3856,45-54,F,NA,en,Plus,2025-03-23,Monthly,text,phone,android,Galaxy S22,Android 14,v1.8.2,b7451,gpt-4o,2025-11-15,1.02,2048,1,,,2026-01-06
3857,45-54,F,LATAM,en,Plus,2025-01-24,Monthly,text,phone,android,Pixel 7,Android 13,v1.9.1,b7850,gpt-4o,2025-11-15,0.59,512,1,,,2026-01-06
3858,35-44,M,NA,es,Plus,2025-12-26,Monthly,text,phone,android,Galaxy S23,Android 13,v1.9.0,b5796,gpt-4o-mini,2025-10-20,0.68,1024,1,,,2026-01-06
3859,25-34,F,NA,ja,Enterprise,2024-03-25,Annual,text,phone,ios,iPhone 13,iOS 16,v1.7.9,b2284,gpt-4o-mini,2025-10-20,0.64,2048,1,,,2026-01-06
3860,25-34,M,EU,en,Free,2025-05-16,None,text,laptop,macbook,MacBook Pro 16,macOS 14,v1.8.2,b2113,gpt-4o-mini,2025-10-20,0.7,256,0,,,2026-01-06
3861,25-34,M,NA,hi,Free,2024-04-01,None,voice,laptop,lenovo,Lenovo Yoga 7,Windows 11,v1.8.7,b5612,gpt-4o-mini,2025-10-20,0.55,256,1,,,2026-01-06
3862,25-34,F,NA,en,Enterprise,2025-11-14,Annual,voice,phone,ios,iPhone 12,iOS 17,v1.9.0,b5060,gpt-4o,2025-11-15,0.68,512,1,voice_latency_optim_v1,treatment,2026-01-06
3863,25-34,F,NA,hi,Free,2025-07-09,None,text,phone,android,Galaxy S22,Android 14,v1.9.0,b8039,gpt-4o,2025-11-15,0.65,1024,0,,,2026-01-06
3864,25-34,M,NA,en,Free,2025-08-24,None,text,phone,android,Pixel 6,Android 14,v1.9.0,b9003,gpt-4o,2025-11-15,0.57,256,1,,,2026-01-06
3865,45-54,F,NA,en,Free,2025-08-28,None,voice,phone,android,Pixel 6,Android 14,v1.7.9,b4270,gpt-4.1-mini,2025-12-01,0.76,2048,1,voice_latency_optim_v1,control,2026-01-06
3866,25-34,F,EU,en,Free,2025-01-31,None,text,phone,android,Galaxy S23,Android 14,v1.9.0,b4817,gpt-4o,2025-11-15,1.02,512,1,,,2026-01-06
3867,18-24,M,NA,fr,Free,2024-03-17,None,text,phone,ios,iPhone 15,iOS 16,v1.8.2,b9369,gpt-4o-mini,2025-10-20,0.57,256,1,,,2026-01-06
3868,18-24,F,EU,en,Plus,2025-02-24,Monthly,text,phone,ios,iPhone 13,iOS 17,v1.9.0,b1165,gpt-4o-mini,2025-10-20,0.82,512,1,,,2026-01-06
3869,35-44,F,NA,en,Free,2025-04-17,None,text,phone,android,Galaxy S23,Android 13,v1.7.9,b4663,gpt-4o,2025-11-15,0.92,256,0,,,2026-01-06
3870,18-24,M,LATAM,es,Free,2024-05-16,None,text,phone,android,Pixel 6,Android 14,v1.9.1,b3464,gpt-4o,2025-11-15,0.56,256,0,,,2026-01-06
3871,25-34,M,LATAM,en,Enterprise,2025-07-14,Monthly,text,phone,android,Pixel 7,Android 14,v1.7.9,b1604,gpt-4o,2025-11-15,1.08,256,1,,,2026-01-06
3872,18-24,F,NA,en,Free,2024-08-01,None,text,phone,android,Pixel 6,Android 14,v1.9.0,b4534,gpt-4o-mini,2025-10-20,0.86,1024,1,,,2026-01-06
3873,18-24,M,EU,de,Free,2025-08-17,None,voice,laptop,lenovo,Lenovo Yoga 7,Windows 11,v1.8.7,b9466,gpt-4o-mini,2025-10-20,0.38,512,1,voice_latency_optim_v1,control,2026-01-06
3874,55+,F,APAC,en,Team,2025-02-07,Annual,text,laptop,macbook,MacBook Pro 16,macOS 13,v1.9.1,b5432,gpt-4o-mini,2025-10-20,0.41,256,1,,,2026-01-06
